	sentiment	content
6369	worry	 um i think what i will miss the most is  jay leno
6371	worry	ive totally not got that job  i can just tell 
6372	sadness	 i didnt see it last night  oh well  but i have to watch it in theaters  thats a must 
6374	fun	just been out to try to catch a swarm gone into a roof gable end   set up a bait hive an hoping for the best at the moment
6377	worry	why is it so fucking cold 
6380	worry	 i miss your dance friends too 
6381	worry	 kayla amp i went to go visit you but they wouldnt let us in school
6382	sadness	the computer at work hates me   have to call tech support  again 
6384	worry	my hair dresser passed away yesterday from breast cancer  she was the greatest hair dresser id ever been to
6385	worry	getting ready to go to ikea  all alone cuz no one will go with me
6386	neutral	 why is it going to be antisocial
6388	sadness	ive only been up for an hour and today already sucks
6390	sadness	is not looking forward to the lsat
6392	worry	 i dont know what to write anymore my mind must be tired  its past midnight here already  do a tour in the philippines
6394	worry	i do not feel good
6395	anger	 yeah that is the one thing i hate about tweetdeck
6396	worry	cat is anxiously watching wild turkeys in my back yard i think they have their eyes on my bunny rabbit
6402	sadness	 ok finished set u free and i am sooooo mad rite now it cant end like that i dont want him to be the bad guy
6403	worry	 i know its just a sprain  its a repetitive injury for me 
6404	neutral	yawn at a hotel  moving tomorrow
6405	worry	 apparently so  im falling apart in front of my eyes
6406	neutral	i wish i could get sushi delivered to work
6413	neutral	 if you see christoph please tell his lunch was packed this morning and he left it in the fridge
6415	sadness	headache headache go away  come again another day 
6418	worry	 i have been run down all week going to bed around 830 each night because of my allergies  it is miserable 
6420	worry	  too bad they never made it over here during the last ten years
6421	sadness	im at home on a friday night   but its all good
6422	worry	 i know i miss her 
6423	sadness	tired and bored watching movies while im home alone
6424	neutral	 what you wont be two blocks away any more
6426	anger	hates putting in new contacts
6428	worry	asks did anyone possibly get a photo of me receiving my diploma dads camera died right at that moment 
6429	sadness	 sighs ah well   maybe my second email will clear it up and get him approved 
6431	worry	huffy is not having a good day night or life  poor baby
6433	worry	 oh my god  i cant do the end of the dance  sob
6435	fun	ohhhh man  my mom got a bag of these caramel candy things theyre soooo good  im going to get so fat off of them 
6436	worry	    i dont forget yall i dont think im lowkey i think i spend a lot of time on here actually sometimes too much
6437	surprise	ok so my appointment was at 12pm why am i still waiting 2 get my hair done  wish everyone know the meaning of on time  i was here early 2
6438	worry	i cant stop crying i cant live like this 
6439	sadness	i hate interviews  im going to do horrible today
6444	neutral	 actually web works fine  tweetdeck keeps crashing  im in nj today avoiding nascar
6445	sadness	 kevin cant leave work until 2
6448	worry	 i miss music on mtv
6449	worry	im sad to have lost another person close to me to cancer
6450	neutral	pissed that my bluetooth headsets battery out lasted my cells battery  gg moto q 
6452	sadness	 ten hours ago i was was sleeping sorry 
6453	love	its officially the start and the end of my summer  oh summer school
6455	worry	back is sore  should not have done that jump last night
6457	sadness	is in route 2 da beach no sun yet
6459	neutral	 its still up the duff boo
6460	worry	 in my opinion one gray hair is one too many  i have way too many as well
6463	sadness	i really miss my phone  i cant wait till my new one comes
6464	sadness	now the pic wont load up on twitter
6467	sadness	  stop it you are makin me sad
6468	neutral	june gloom is upon us 
6469	fun	 yeah  it will get better though  i know it
6472	worry	just got laid off  stupid economy
6473	neutral	tomorrowland central hasnt gotten confirmation that im signed off on star tours so just waiting to see if they can give me a shift 
6477	anger	holy crap sharapova is taking a beating from an unseeded qualifier ok o back to doubles
6478	sadness	 the party has to be moved to next weekend   stupid weather 
6479	sadness	 i was supposed to go to philly as well bailed out last minute
6480	love	just read mcdonalds is actually running more ads than before the economic slowdown  great  im lovin it 
6481	neutral	 i missed out on carrot cake last night   hope you had fun  
6482	neutral	 oh no a lot of people are starting to tweet again hope you could still read our multiple tweets  philippines tour please
6483	sadness	 bad luck  oh well next time you will be more lucky 
6484	worry	 i do  ill probably get fired if i do though
6486	worry	he killed everyone for nothing  o  ss
6487	worry	 so sorry to hear about your mom that really sucks
6488	sadness	ugh  car got stolen sometime between yesterday evening and this morning when husband was due to go to work  like we can afford this
6491	fun	have a happy friday and weekend everyone   tgif for me is nothing
6492	sadness	im sad about missing out on the opportunity to be in valencias new video 
6494	fun	 im sorry you arent feeling too good mama  im heading up today  4 ill be calling you  
6495	sadness	leaving nola today  counting down the seconds til i start crying  love this place so much 
6496	fun	 seeing my friends and doing coursework  i have the weekend off work so i am happy
6498	fun	 3 youtube loves my hd videos  well maybe 
6500	worry	cant wait to get his hands on his new blackberry this one is dying on me
6501	worry	searching apartments in kaohsiung  will go seeing the apartments on next tuesday  havent found a good one with reasonable rent 
6502	sadness	 hey i cant make it to makers tonight
6504	love	 philly was soooo fun  im trying to come to sea isle asap  im working alot the next two weeks tho bc alot of peole asked off
6506	neutral	lack of plans for tonight  anyone going out
6509	anger	today i know my life is empty   thats sad but real
6510	anger	 my keys were cracking and crap  i kind of miss my old phone already 
6511	surprise	ahhhh cant find anything because i have way too much open
6512	worry	gone up to 8mm on my plug  help this is where i said id go maximum and i still want to stretch it more 
6513	sadness	it has been 24 hours now since i had my dog put to sleep   rip my old friend 
6514	sadness	i wouldnt mind some sunshine and a walk  where are you summer
6515	neutral	i have such a sore head
6516	fun	 have fun  i dont have school for a while wish i could go to germany  its like 1 hour away  xoxo
6517	sadness	 that is sickening  just shoot at will smh  prayers for his family 
6519	worry	no more twitter in a while     tweet tweet
6521	fun	 im there all weekend expecting it to be way too hot
6522	love	 my eyes are starting to hurt its getting super late  but i just gotta keep tweeting  haha philippines tour please tom
6523	sadness	finally got a call for marriage counseling 3 days late 
6524	sadness	i must have applied for about 20 jobs every day this week why wont one of them contact me
6525	worry	 nope anthony wrecked his car i have to help him get it running
